user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;community
970;46-55;male;Boston;Other religions;Married;Student;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.141304;3
969;46-55;male;Santa Barbara;Jewish;Widowed;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.152174;3
968;18-25;female;Santa Barbara;Muslim;Single;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.195652;5
966;56-65;female;Palo Alto;Hindu;Single;Production transportation;Center;Homosexual;LOW;drink brand;tv show;drink brand;NO;0.054348;9
965;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.130435;6
964;18-25;female;Winthrop;Jewish;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;8
963;56-65;female;Boston;Buddhist;Divorced;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.086957;2
962;56-65;female;Santa Barbara;Hindu;Single;Sales and office;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.076087;9
960;26-35;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.021739;6
957;18-25;female;Winthrop;Christian;Single;Professional;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.065217;8
956;26-35;female;Palo Alto;Buddhist;Divorced;Professional;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.097826;9
955;56-65;female;Boston;Jewish;Married;Manager;Far Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.130435;2
953;26-35;female;Cambridge;Sikh;Married;Manager;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;YES;0.141304;2
951;18-25;female;Boston;Jewish;Married;Sales and office;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.097826;6
950;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.141304;9
949;18-25;female;Boston;Other religions;Married;Natural resources construction;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.217391;6
948;76-85;male;Santa Barbara;Hindu;Divorced;Manager;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.086957;3
947;18-25;female;Cambridge;Hindu;Divorced;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.130435;6
946;18-25;female;Boston;Christian;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;8
945;18-25;male;Boston;Christian;Single;Sales and office;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.141304;1
944;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.021739;7
943;36-45;female;Cambridge;Muslim;Widowed;Service;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;2
942;26-35;female;Boston;Christian;Married;Sales and office;Center Right;Bisexual;LOW;music artist;music artist;drink brand;NO;0.097826;6
941;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.163043;6
940;36-45;female;Boston;Jewish;Widowed;Sales and office;Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.065217;0
939;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.152174;3
938;18-25;female;Winthrop;Christian;Married;Service;Left;Homosexual;LOW;music artist;music artist;entertainment;NO;0.217391;8
937;18-25;female;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.260870;1
935;56-65;male;Palo Alto;Hindu;Widowed;Natural resources construction;Right;Homosexual;LOW;tv show;entertainment;entertainment;NO;0.043478;3
934;36-45;female;Santa Barbara;Hindu;Married;Natural resources construction;Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.076087;9
933;18-25;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.043478;0
932;66-75;female;Boston;Hindu;Married;Production transportation;Center Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.130435;7
931;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.032609;5
930;56-65;female;Palo Alto;Christian;Single;Professional;Far Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;4
929;56-65;female;Santa Barbara;Buddhist;Divorced;Student;Center Right;Bisexual;LOW;tv show;entertainment;entertainment;NO;0.086957;3
928;36-45;female;Santa Barbara;Muslim;Widowed;Natural resources construction;Center Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.065217;3
927;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.108696;9
926;46-55;male;Boston;Hindu;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;0
925;26-35;female;Cambridge;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.065217;2
924;26-35;female;Cambridge;Hindu;Divorced;Service;Center;Asexual;LOW;music artist;music artist;entertainment;YES;0.119565;2
923;46-55;male;San Jose;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;3
922;76-85;male;Winthrop;Muslim;Married;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.097826;7
920;36-45;female;Boston;Christian;Married;Service;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;0
919;26-35;female;Santa Barbara;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.086957;7
918;26-35;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.065217;6
917;36-45;female;Boston;Muslim;Divorced;Sales and office;Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.097826;0
916;36-45;female;Cambridge;Christian;Single;Sales and office;Right;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.130435;0
915;56-65;female;Santa Barbara;Hindu;Single;Sales and office;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.043478;9
914;18-25;female;Boston;Christian;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.119565;6
913;26-35;female;Boston;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.076087;2
912;46-55;male;Boston;Other religions;Married;Student;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.152174;3
911;56-65;male;Boston;Hindu;Divorced;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.119565;7
910;26-35;female;Santa Barbara;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.228261;7
909;18-25;male;San Jose;Christian;Single;Manager;Center;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.043478;1
908;26-35;male;Santa Barbara;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.260870;7
907;76-85;male;Santa Barbara;Hindu;Divorced;Natural resources construction;Center Right;Heterosexual;LOW;tv show;tv show;drink brand;NO;0.217391;3
906;56-65;male;Winthrop;Muslim;Married;Natural resources construction;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.369565;7
905;76-85;male;Palo Alto;Christian;Single;Production transportation;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.119565;4
904;56-65;female;Santa Barbara;Hindu;Widowed;Student;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.076087;3
903;26-35;male;Boston;Hindu;Single;Sales and office;Center Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.065217;0
902;18-25;female;Winthrop;Jewish;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.119565;8
901;66-75;female;Palo Alto;Christian;Single;Production transportation;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.054348;4
900;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.086957;9
899;36-45;female;Boston;Jewish;Widowed;Professional;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.152174;1
897;18-25;female;Boston;Hindu;Married;Natural resources construction;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.108696;0
896;36-45;male;Winthrop;Muslim;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.108696;0
895;36-45;male;Santa Barbara;Hindu;Married;Production transportation;Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.152174;0
894;18-25;female;Cambridge;Buddhist;Married;Manager;Center;Heterosexual;LOW;entertainment;drink brand;soccer club;NO;0.097826;2
893;66-75;male;Boston;Buddhist;Married;Manager;Center Right;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.184783;2
892;56-65;male;Winthrop;Buddhist;Widowed;Student;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141304;9
891;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.195652;2
890;36-45;male;San Jose;Hindu;Married;Manager;Center Right;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.043478;2
889;26-35;female;Santa Barbara;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;7
888;66-75;female;Boston;Buddhist;Single;Production transportation;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.108696;3
887;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.184783;0
886;26-35;female;Cambridge;Buddhist;Married;Sales and office;Center Right;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.086957;2
885;46-55;male;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.119565;3
884;76-85;female;Boston;Jewish;Married;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.184783;8
883;56-65;male;Santa Barbara;Muslim;Married;Natural resources construction;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.260870;7
882;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.141304;3
880;18-25;male;Boston;Hindu;Married;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.163043;8
879;26-35;female;Cambridge;Christian;Married;Production transportation;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;YES;0.217391;2
878;26-35;female;Santa Barbara;Buddhist;Married;Professional;Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.163043;2
876;26-35;female;Boston;No religious affiliation;Widowed;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.250000;0
875;56-65;male;Palo Alto;Buddhist;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.271739;3
874;26-35;female;Winthrop;Christian;Single;Professional;Left;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.054348;8
872;76-85;female;San Jose;Jewish;Married;Production transportation;Left;Bisexual;LOW;music artist;music artist;drink brand;NO;0.043478;4
871;18-25;male;Winthrop;Sikh;Widowed;Professional;Center Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.065217;7
870;76-85;male;Santa Barbara;Muslim;Divorced;Natural resources construction;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.054348;3
869;76-85;female;San Jose;Sikh;Divorced;Service;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.065217;3
868;18-25;female;Santa Barbara;Christian;Widowed;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;1
867;18-25;male;Winthrop;Hindu;Married;Natural resources construction;Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.119565;7
864;18-25;female;San Jose;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.043478;5
863;26-35;male;San Jose;Christian;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;4
859;26-35;female;Cambridge;;Divorced;Sales and office;;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.141304;2
858;18-25;female;Santa Barbara;Christian;Widowed;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;1
857;18-25;female;Winthrop;Jewish;Divorced;Professional;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.086957;6
856;56-65;female;Boston;Muslim;Single;Sales and office;Center;Homosexual;LOW;tv show;music artist;drink brand;NO;0.086957;0
855;56-65;female;Santa Barbara;Hindu;Single;Natural resources construction;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.163043;3
854;26-35;female;Winthrop;Christian;Married;Professional;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.043478;8
853;56-65;female;Cambridge;Hindu;Married;Service;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.173913;3
852;26-35;female;Boston;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.119565;2
851;76-85;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.206522;6
850;56-65;male;Santa Barbara;Muslim;Divorced;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.119565;3
849;26-35;female;Palo Alto;Christian;Single;Sales and office;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141304;6
848;46-55;male;Santa Barbara;Jewish;Widowed;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.108696;3
847;36-45;female;Winthrop;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.152174;0
846;56-65;female;San Jose;Hindu;Single;Manager;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;3
845;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.271739;3
844;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.141304;3
843;26-35;female;San Jose;Hindu;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.239130;2
842;56-65;female;Santa Barbara;Muslim;Single;Production transportation;Center Left;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.076087;3
841;26-35;female;Winthrop;Jewish;Single;Professional;Center Right;Homosexual;LOW;tv show;music artist;drink brand;NO;0.032609;6
839;18-25;female;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.043478;1
838;56-65;male;Boston;Jewish;Married;Professional;Far Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.119565;2
837;18-25;female;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.119565;3
836;26-35;female;Cambridge;Buddhist;Married;Professional;Center Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.108696;2
835;56-65;male;Palo Alto;Muslim;Single;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.076087;7
834;46-55;male;San Jose;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;3
833;18-25;female;Winthrop;Buddhist;Married;Manager;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.076087;2
832;26-35;female;Boston;No religious affiliation;Single;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
831;56-65;female;Santa Barbara;Hindu;Single;Natural resources construction;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.097826;3
830;46-55;female;Santa Barbara;Jewish;Married;Service;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.108696;6
829;36-45;female;Boston;Buddhist;Widowed;Sales and office;Center Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.119565;2
828;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.271739;2
826;36-45;female;Winthrop;No religious affiliation;Single;Sales and office;Center Right;Asexual;LOW;tv show;drink brand;soccer club;NO;0.119565;0
825;36-45;male;Santa Barbara;Christian;Divorced;Sales and office;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.076087;0
824;26-35;female;Winthrop;Christian;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.152174;6
823;46-55;female;Santa Barbara;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.195652;3
821;26-35;female;Boston;Muslim;Single;Sales and office;Center Right;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.173913;0
820;26-35;female;Winthrop;Jewish;Single;Professional;Center Right;Homosexual;LOW;tv show;music artist;drink brand;NO;0.282609;6
818;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.184783;2
817;26-35;male;Cambridge;Buddhist;Single;Professional;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.141304;0
816;26-35;female;Winthrop;Jewish;Divorced;Sales and office;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.304348;6
815;56-65;female;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.184783;3
814;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.336957;3
813;18-25;female;Santa Barbara;Christian;Single;Sales and office;Center Right;Asexual;LOW;entertainment;entertainment;music artist;NO;0.315217;8
812;18-25;female;Winthrop;Christian;Married;Professional;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.391304;8
811;18-25;male;Boston;No religious affiliation;Single;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.054348;0
810;26-35;female;Winthrop;Christian;Single;Professional;Left;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
809;26-35;male;Palo Alto;Christian;Single;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.076087;4
807;26-35;male;San Jose;Hindu;Married;Natural resources construction;Center Right;Homosexual;LOW;music artist;music artist;drink brand;NO;0.141304;3
806;46-55;female;Santa Barbara;Jewish;Married;Service;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.108696;6
805;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.152174;6
804;18-25;female;Cambridge;Buddhist;Married;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;2
803;56-65;female;Santa Barbara;Hindu;Divorced;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.086957;7
802;46-55;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;music artist;music artist;NO;0.152174;0
801;18-25;female;Winthrop;Muslim;Married;Student;Far Left;Asexual;LOW;entertainment;entertainment;music artist;NO;0.108696;8
799;56-65;female;Santa Barbara;Hindu;Widowed;Natural resources construction;Center Right;Bisexual;LOW;tv show;entertainment;entertainment;NO;0.260870;3
798;26-35;male;Santa Barbara;Hindu;Married;Natural resources construction;Center Right;Homosexual;LOW;tv show;entertainment;drink brand;NO;0.206522;3
797;66-75;female;Boston;Hindu;Married;Natural resources construction;Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.206522;7
795;56-65;male;Boston;Hindu;Divorced;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.076087;7
794;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
793;66-75;female;San Jose;Christian;Single;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.195652;4
792;26-35;female;Boston;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.130435;2
790;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
789;66-75;female;Winthrop;Muslim;Single;Professional;Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.282609;6
787;56-65;male;Santa Barbara;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.206522;3
786;36-45;male;Boston;Other religions;Married;Student;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.130435;7
785;18-25;female;Winthrop;Jewish;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.195652;6
784;56-65;male;Santa Barbara;Hindu;Divorced;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.271739;3
783;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.250000;7
782;56-65;female;Santa Barbara;Buddhist;Married;Natural resources construction;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.260870;3
781;18-25;female;Palo Alto;Christian;Single;Service;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.413043;8
780;46-55;female;Winthrop;Muslim;Single;Manager;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.130435;6
779;18-25;female;Winthrop;Muslim;Married;Student;Far Left;Asexual;LOW;entertainment;entertainment;music artist;NO;0.086957;8
778;36-45;male;Winthrop;Muslim;Single;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141304;0
777;36-45;male;Winthrop;No religious affiliation;Married;Professional;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141304;0
776;36-45;female;Boston;Muslim;Divorced;Sales and office;Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.130435;0
775;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
774;18-25;female;Palo Alto;Christian;Single;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.304348;8
772;36-45;male;Winthrop;No religious affiliation;Married;Sales and office;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
771;66-75;female;San Jose;Jewish;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.130435;4
770;76-85;male;Palo Alto;Christian;Divorced;Service;Center Left;Bisexual;LOW;music artist;music artist;entertainment;NO;0.239130;8
769;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.173913;2
768;66-75;male;San Jose;Hindu;Widowed;Natural resources construction;Center;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.184783;3
767;26-35;male;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.206522;2
766;18-25;female;Winthrop;Christian;Married;Professional;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.467391;8
765;56-65;female;Santa Barbara;Buddhist;Divorced;Student;Center Right;Bisexual;LOW;tv show;entertainment;entertainment;NO;0.108696;3
764;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.173913;6
763;36-45;female;Boston;Muslim;Single;Sales and office;Center;Homosexual;LOW;tv show;music artist;drink brand;NO;0.173913;0
