community;attribute;value;frequency
8;PROFESSION;Naturalresourcesconstructionandmaintenance;0
8;PROFESSION;Productiontransportationandmaterialmoving;0
8;PROFESSION;Student;223
8;POLITICAL;FarLeft;117
8;POLITICAL;Left;400
8;POLITICAL;CenterLeft;200
8;POLITICAL;Center;522
8;POLITICAL;CenterRight;2304
8;POLITICAL;Right;231
8;POLITICAL;FarRight;4
8;SEXUALITY;Asexual;122
8;SEXUALITY;Bisexual;191
8;SEXUALITY;Heterosexual;3284
8;SEXUALITY;Homosexual;187
8;LIKE1;entertainment;2407
8;LIKE1;music artist;467
8;LIKE1;drink brand;418
8;LIKE1;tv show;494
8;LIKE2;entertainment;719
8;LIKE2;music artist;2149
8;LIKE2;tv show;418
8;LIKE2;drink brand;498
8;LIKE3;music artist;518
8;LIKE3;entertainment;462
8;LIKE3;drink brand;501
8;LIKE3;soccer club;2294
7;AGE;18-25;129
7;AGE;26-35;119
7;AGE;36-45;80
7;AGE;46-55;233
7;AGE;56-65;1573
7;AGE;66-75;216
7;AGE;76-85;35
7;GENDER;Male;1564
7;GENDER;Female;824
7;RESIDENCE;PaloAlto;212
7;RESIDENCE;SantaBarbara;1626
7;RESIDENCE;Winthrop;93
7;RESIDENCE;Boston;111
7;RESIDENCE;Cambridge;99
7;RESIDENCE;SanJose;243
7;RELIGION;Buddhist;300
7;RELIGION;Christian;98
7;RELIGION;Hindu;1769
7;RELIGION;Jewish;29
7;RELIGION;Muslim;65
7;RELIGION;Sikh;69
7;RELIGION;TraditionalSpirituality;0
7;RELIGION;OtherReligion;0
7;RELIGION;Noreligiousaffiliation;7
7;MARITAL;Single;497
7;MARITAL;Married;480
7;MARITAL;Divorced;210
7;MARITAL;Widowed;1196
7;PROFESSION;Manager;45
7;PROFESSION;Professional;82
7;PROFESSION;Service;70
7;PROFESSION;Salesandoffice;76
7;PROFESSION;Naturalresourcesconstructionandmaintenance;0
7;PROFESSION;Productiontransportationandmaterialmoving;0
7;PROFESSION;Student;134
7;POLITICAL;FarLeft;1566
7;POLITICAL;Left;404
7;POLITICAL;CenterLeft;117
7;POLITICAL;Center;149
7;POLITICAL;CenterRight;73
7;POLITICAL;Right;70
7;POLITICAL;FarRight;5
7;SEXUALITY;Asexual;58
7;SEXUALITY;Bisexual;105
7;SEXUALITY;Heterosexual;2120
7;SEXUALITY;Homosexual;103
7;LIKE1;entertainment;412
7;LIKE1;music artist;1523
7;LIKE1;drink brand;237
7;LIKE1;tv show;210
7;LIKE2;entertainment;414
7;LIKE2;music artist;308
7;LIKE2;tv show;1450
7;LIKE2;drink brand;210
7;LIKE3;music artist;286
7;LIKE3;entertainment;312
7;LIKE3;drink brand;290
7;LIKE3;soccer club;1496
6;AGE;18-25;2051
6;AGE;26-35;646
6;AGE;36-45;167
6;AGE;46-55;59
6;AGE;56-65;77
6;AGE;66-75;74
6;AGE;76-85;68
6;GENDER;Male;415
6;GENDER;Female;2746
6;RESIDENCE;PaloAlto;159
6;RESIDENCE;SantaBarbara;173
6;RESIDENCE;Winthrop;1978
6;RESIDENCE;Boston;346
6;RESIDENCE;Cambridge;301
6;RESIDENCE;SanJose;191
6;RELIGION;Buddhist;51
6;RELIGION;Christian;1029
6;RELIGION;Hindu;84
6;RELIGION;Jewish;1747
6;RELIGION;Muslim;169
6;RELIGION;Sikh;0
6;RELIGION;TraditionalSpirituality;0
6;RELIGION;OtherReligion;0
6;RELIGION;Noreligiousaffiliation;14
6;MARITAL;Single;1863
6;MARITAL;Married;716
6;MARITAL;Divorced;264
6;MARITAL;Widowed;311
6;PROFESSION;Manager;235
6;PROFESSION;Professional;1902
6;PROFESSION;Service;366
6;PROFESSION;Salesandoffice;331
6;PROFESSION;Naturalresourcesconstructionandmaintenance;0
6;PROFESSION;Productiontransportationandmaterialmoving;0
6;PROFESSION;Student;191
6;POLITICAL;FarLeft;58
6;POLITICAL;Left;364
6;POLITICAL;CenterLeft;177
6;POLITICAL;Center;416
6;POLITICAL;CenterRight;1925
6;POLITICAL;Right;194
6;POLITICAL;FarRight;5
6;SEXUALITY;Asexual;93
6;SEXUALITY;Bisexual;139
6;SEXUALITY;Heterosexual;2776
6;SEXUALITY;Homosexual;153
6;LIKE1;entertainment;593
6;LIKE1;music artist;398
6;LIKE1;drink brand;311
6;LIKE1;tv show;1851
6;LIKE2;entertainment;594
6;LIKE2;music artist;1888
6;LIKE2;tv show;312
6;LIKE2;drink brand;356
6;LIKE3;music artist;434
6;LIKE3;entertainment;394
6;LIKE3;drink brand;1887
6;LIKE3;soccer club;433
5;AGE;18-25;843
5;AGE;26-35;180
5;AGE;36-45;42
5;AGE;46-55;17
5;AGE;56-65;16
5;AGE;66-75;22
5;AGE;76-85;10
5;GENDER;Male;98
5;GENDER;Female;1033
5;RESIDENCE;PaloAlto;50
5;RESIDENCE;SantaBarbara;34
5;RESIDENCE;Winthrop;816
5;RESIDENCE;Boston;101
5;RESIDENCE;Cambridge;84
5;RESIDENCE;SanJose;45
5;RELIGION;Buddhist;36
5;RELIGION;Christian;94
5;RELIGION;Hindu;34
5;RELIGION;Jewish;43
5;RELIGION;Muslim;881
5;RELIGION;Sikh;0
5;RELIGION;TraditionalSpirituality;0
5;RELIGION;OtherReligion;0
5;RELIGION;Noreligiousaffiliation;8
5;MARITAL;Single;806
5;MARITAL;Married;189
5;MARITAL;Divorced;71
5;MARITAL;Widowed;65
5;PROFESSION;Manager;64
5;PROFESSION;Professional;823
5;PROFESSION;Service;65
5;PROFESSION;Salesandoffice;103
5;PROFESSION;Naturalresourcesconstructionandmaintenance;0
5;PROFESSION;Productiontransportationandmaterialmoving;0
5;PROFESSION;Student;40
5;POLITICAL;FarLeft;17
5;POLITICAL;Left;90
5;POLITICAL;CenterLeft;48
5;POLITICAL;Center;99
5;POLITICAL;CenterRight;818
5;POLITICAL;Right;57
5;POLITICAL;FarRight;1
5;SEXUALITY;Asexual;25
5;SEXUALITY;Bisexual;41
5;SEXUALITY;Heterosexual;1005
5;SEXUALITY;Homosexual;59
5;LIKE1;entertainment;164
5;LIKE1;music artist;800
5;LIKE1;drink brand;76
5;LIKE1;tv show;91
5;LIKE2;entertainment;163
5;LIKE2;music artist;111
5;LIKE2;tv show;766
5;LIKE2;drink brand;91
5;LIKE3;music artist;107
5;LIKE3;entertainment;124
5;LIKE3;drink brand;95
5;LIKE3;soccer club;804
4;AGE;18-25;42
4;AGE;26-35;39
4;AGE;36-45;33
4;AGE;46-55;21
4;AGE;56-65;90
4;AGE;66-75;860
4;AGE;76-85;82
4;GENDER;Male;100
4;GENDER;Female;1067
4;RESIDENCE;PaloAlto;103
4;RESIDENCE;SantaBarbara;96
4;RESIDENCE;Winthrop;44
4;RESIDENCE;Boston;32
4;RESIDENCE;Cambridge;51
4;RESIDENCE;SanJose;840
4;RELIGION;Buddhist;23
4;RELIGION;Christian;281
4;RELIGION;Hindu;20
4;RELIGION;Jewish;785
4;RELIGION;Muslim;43
4;RELIGION;Sikh;0
4;RELIGION;TraditionalSpirituality;0
4;RELIGION;OtherReligion;0
4;RELIGION;Noreligiousaffiliation;3
4;MARITAL;Single;204
4;MARITAL;Married;808
4;MARITAL;Divorced;82
4;MARITAL;Widowed;73
4;PROFESSION;Manager;25
4;PROFESSION;Professional;31
4;PROFESSION;Service;25
4;PROFESSION;Salesandoffice;43
4;PROFESSION;Naturalresourcesconstructionandmaintenance;0
4;PROFESSION;Productiontransportationandmaterialmoving;0
4;PROFESSION;Student;27
4;POLITICAL;FarLeft;822
4;POLITICAL;Left;175
4;POLITICAL;CenterLeft;58
4;POLITICAL;Center;53
4;POLITICAL;CenterRight;21
4;POLITICAL;Right;35
4;POLITICAL;FarRight;2
4;SEXUALITY;Asexual;32
4;SEXUALITY;Bisexual;46
4;SEXUALITY;Heterosexual;1030
4;SEXUALITY;Homosexual;58
4;LIKE1;entertainment;859
4;LIKE1;music artist;116
4;LIKE1;drink brand;106
4;LIKE1;tv show;85
4;LIKE2;entertainment;154
4;LIKE2;music artist;116
4;LIKE2;tv show;811
4;LIKE2;drink brand;85
4;LIKE3;music artist;116
4;LIKE3;entertainment;812
4;LIKE3;drink brand;121
4;LIKE3;soccer club;117
3;AGE;18-25;230
3;AGE;26-35;255
3;AGE;36-45;201
3;AGE;46-55;546
3;AGE;56-65;2425
3;AGE;66-75;442
3;AGE;76-85;79
3;GENDER;Male;2517
3;GENDER;Female;1682
3;RESIDENCE;PaloAlto;506
3;RESIDENCE;SantaBarbara;2492
3;RESIDENCE;Winthrop;227
3;RESIDENCE;Boston;212
3;RESIDENCE;Cambridge;261
3;RESIDENCE;SanJose;490
3;RELIGION;Buddhist;581
3;RELIGION;Christian;265
3;RELIGION;Hindu;2837
3;RELIGION;Jewish;80
3;RELIGION;Muslim;166
3;RELIGION;Sikh;141
3;RELIGION;TraditionalSpirituality;0
3;RELIGION;OtherReligion;0
3;RELIGION;Noreligiousaffiliation;21
3;MARITAL;Single;996
3;MARITAL;Married;1064
3;MARITAL;Divorced;425
3;MARITAL;Widowed;1694
3;PROFESSION;Manager;120
3;PROFESSION;Professional;218
3;PROFESSION;Service;149
3;PROFESSION;Salesandoffice;191
3;PROFESSION;Naturalresourcesconstructionandmaintenance;0
3;PROFESSION;Productiontransportationandmaterialmoving;0
3;PROFESSION;Student;236
3;POLITICAL;FarLeft;112
3;POLITICAL;Left;410
3;POLITICAL;CenterLeft;211
3;POLITICAL;Center;213
3;POLITICAL;CenterRight;730
3;POLITICAL;Right;2463
3;POLITICAL;FarRight;43
3;SEXUALITY;Asexual;109
3;SEXUALITY;Bisexual;232
3;SEXUALITY;Heterosexual;3653
3;SEXUALITY;Homosexual;217
3;LIKE1;entertainment;895
3;LIKE1;music artist;528
3;LIKE1;drink brand;486
3;LIKE1;tv show;2280
3;LIKE2;entertainment;2685
3;LIKE2;music artist;525
3;LIKE2;tv show;483
3;LIKE2;drink brand;500
3;LIKE3;music artist;680
3;LIKE3;entertainment;2276
3;LIKE3;drink brand;601
3;LIKE3;soccer club;629
2;AGE;18-25;1401
2;AGE;26-35;5278
2;AGE;36-45;948
2;AGE;46-55;349
2;AGE;56-65;293
2;AGE;66-75;355
2;AGE;76-85;368
2;GENDER;Male;1362
2;GENDER;Female;7773
2;RESIDENCE;PaloAlto;476
2;RESIDENCE;SantaBarbara;590
2;RESIDENCE;Winthrop;1190
2;RESIDENCE;Boston;1028
2;RESIDENCE;Cambridge;5090
2;RESIDENCE;SanJose;582
2;RELIGION;Buddhist;5973
2;RELIGION;Christian;562
2;RELIGION;Hindu;1336
2;RELIGION;Jewish;163
2;RELIGION;Muslim;488
2;RELIGION;Sikh;293
2;RELIGION;TraditionalSpirituality;0
2;RELIGION;OtherReligion;0
2;RELIGION;Noreligiousaffiliation;36
2;MARITAL;Single;2479
2;MARITAL;Married;2769
2;MARITAL;Divorced;2809
2;MARITAL;Widowed;881
2;PROFESSION;Manager;900
2;PROFESSION;Professional;1212
2;PROFESSION;Service;745
2;PROFESSION;Salesandoffice;5194
2;PROFESSION;Naturalresourcesconstructionandmaintenance;0
2;PROFESSION;Productiontransportationandmaterialmoving;0
2;PROFESSION;Student;561
2;POLITICAL;FarLeft;298
2;POLITICAL;Left;1272
2;POLITICAL;CenterLeft;1142
2;POLITICAL;Center;5410
2;POLITICAL;CenterRight;529
2;POLITICAL;Right;306
2;POLITICAL;FarRight;32
2;SEXUALITY;Asexual;198
2;SEXUALITY;Bisexual;446
2;SEXUALITY;Heterosexual;8001
2;SEXUALITY;Homosexual;460
2;LIKE1;entertainment;5617
2;LIKE1;music artist;1381
2;LIKE1;drink brand;995
2;LIKE1;tv show;1009
2;LIKE2;entertainment;2102
2;LIKE2;music artist;1416
2;LIKE2;tv show;4425
2;LIKE2;drink brand;1035
2;LIKE3;music artist;1463
2;LIKE3;entertainment;1295
2;LIKE3;drink brand;1438
2;LIKE3;soccer club;4765
1;AGE;18-25;2009
1;AGE;26-35;665
1;AGE;36-45;155
1;AGE;46-55;99
1;AGE;56-65;56
1;AGE;66-75;66
1;AGE;76-85;66
1;GENDER;Male;1944
1;GENDER;Female;1180
1;RESIDENCE;PaloAlto;1947
1;RESIDENCE;SantaBarbara;282
1;RESIDENCE;Winthrop;185
1;RESIDENCE;Boston;164
1;RESIDENCE;Cambridge;181
1;RESIDENCE;SanJose;359
1;RELIGION;Buddhist;100
1;RELIGION;Christian;2214
1;RELIGION;Hindu;161
1;RELIGION;Jewish;230
1;RELIGION;Muslim;297
1;RELIGION;Sikh;0
1;RELIGION;TraditionalSpirituality;0
1;RELIGION;OtherReligion;0
1;RELIGION;Noreligiousaffiliation;14
1;MARITAL;Single;1906
1;MARITAL;Married;687
1;MARITAL;Divorced;264
1;MARITAL;Widowed;264
1;PROFESSION;Manager;185
1;PROFESSION;Professional;246
1;PROFESSION;Service;207
1;PROFESSION;Salesandoffice;295
1;PROFESSION;Naturalresourcesconstructionandmaintenance;0
1;PROFESSION;Productiontransportationandmaterialmoving;0
1;PROFESSION;Student;1951
1;POLITICAL;FarLeft;191
1;POLITICAL;Left;403
1;POLITICAL;CenterLeft;1995
1;POLITICAL;Center;213
1;POLITICAL;CenterRight;169
1;POLITICAL;Right;138
1;POLITICAL;FarRight;10
1;SEXUALITY;Asexual;83
1;SEXUALITY;Bisexual;135
1;SEXUALITY;Heterosexual;2738
1;SEXUALITY;Homosexual;170
1;LIKE1;entertainment;582
1;LIKE1;music artist;393
1;LIKE1;drink brand;1841
1;LIKE1;tv show;303
1;LIKE2;entertainment;582
1;LIKE2;music artist;394
1;LIKE2;tv show;424
1;LIKE2;drink brand;1720
1;LIKE3;music artist;391
1;LIKE3;entertainment;1852
1;LIKE3;drink brand;479
1;LIKE3;soccer club;393
0;AGE;18-25;601
0;AGE;26-35;1460
0;AGE;36-45;5550
0;AGE;46-55;448
0;AGE;56-65;173
0;AGE;66-75;203
0;AGE;76-85;182
0;GENDER;Male;4526
0;GENDER;Female;4093
0;RESIDENCE;PaloAlto;380
0;RESIDENCE;SantaBarbara;366
0;RESIDENCE;Winthrop;908
0;RESIDENCE;Boston;5589
0;RESIDENCE;Cambridge;916
0;RESIDENCE;SanJose;456
0;RELIGION;Buddhist;423
0;RELIGION;Christian;1409
0;RELIGION;Hindu;537
0;RELIGION;Jewish;397
0;RELIGION;Muslim;1132
0;RELIGION;Sikh;0
0;RELIGION;TraditionalSpirituality;0
0;RELIGION;OtherReligion;0
0;RELIGION;Noreligiousaffiliation;4323
0;MARITAL;Single;2307
0;MARITAL;Married;4972
0;MARITAL;Divorced;630
0;MARITAL;Widowed;706
0;PROFESSION;Manager;787
0;PROFESSION;Professional;878
0;PROFESSION;Service;551
0;PROFESSION;Salesandoffice;5690
0;PROFESSION;Naturalresourcesconstructionandmaintenance;0
0;PROFESSION;Productiontransportationandmaterialmoving;0
0;PROFESSION;Student;453
0;POLITICAL;FarLeft;233
0;POLITICAL;Left;1044
0;POLITICAL;CenterLeft;970
0;POLITICAL;Center;5574
0;POLITICAL;CenterRight;517
0;POLITICAL;Right;261
0;POLITICAL;FarRight;18
0;SEXUALITY;Asexual;209
0;SEXUALITY;Bisexual;382
0;SEXUALITY;Heterosexual;7585
0;SEXUALITY;Homosexual;443
0;LIKE1;entertainment;1818
0;LIKE1;music artist;1143
0;LIKE1;drink brand;907
0;LIKE1;tv show;4745
0;LIKE2;entertainment;1813
0;LIKE2;music artist;5001
0;LIKE2;tv show;892
0;LIKE2;drink brand;911
0;LIKE3;music artist;1151
0;LIKE3;entertainment;1126
0;LIKE3;drink brand;5154
0;LIKE3;soccer club;1186
