user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;community
962;56-65;male;Santa Barbara;Hindu;Widowed;Production transportation;Left;Asexual;LOW;tv show;entertainment;drink brand;NO;0.076087;9
960;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.021739;6
957;18-25;female;Winthrop;Hindu;Divorced;Professional;Center Right;Asexual;LOW;entertainment;entertainment;music artist;NO;0.065217;8
955;18-25;female;Cambridge;Hindu;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.130435;2
953;18-25;male;Cambridge;Hindu;Single;Sales and office;Center;Heterosexual;LOW;music artist;tv show;drink brand;NO;0.141304;2
951;76-85;female;Santa Barbara;Buddhist;Single;Student;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.097826;6
950;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.141304;9
949;18-25;female;Winthrop;Christian;Married;Student;Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.217391;6
948;66-75;male;Santa Barbara;Hindu;Married;Production transportation;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.086957;3
946;18-25;female;Boston;Other religions;Married;Student;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.086957;8
945;26-35;female;Palo Alto;Other religions;Married;Student;Center Left;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.141304;1
944;56-65;male;Winthrop;Buddhist;Married;Production transportation;Far Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.021739;7
943;18-25;female;Winthrop;Christian;Single;Student;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;2
942;18-25;female;San Jose;Jewish;Single;Manager;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.097826;6
941;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.163043;6
940;36-45;male;Winthrop;No religious affiliation;Widowed;Professional;Left;Homosexual;LOW;drink brand;tv show;drink brand;NO;0.065217;0
939;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.152174;3
938;18-25;female;Winthrop;Christian;Single;Manager;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.217391;8
937;18-25;male;San Jose;Buddhist;Single;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.260870;1
935;56-65;female;Santa Barbara;Buddhist;Married;Natural resources construction;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;3
934;56-65;female;Winthrop;Buddhist;Single;Sales and office;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.076087;9
933;36-45;male;Boston;No religious affiliation;Married;Service;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.043478;0
932;56-65;male;Santa Barbara;Christian;Single;Service;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.130435;7
931;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.032609;5
930;66-75;female;San Jose;Jewish;Divorced;Natural resources construction;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.086957;4
929;56-65;male;Santa Barbara;Buddhist;Widowed;Natural resources construction;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.086957;3
928;56-65;male;San Jose;Buddhist;Widowed;Student;Far Left;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.065217;3
927;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.108696;9
926;36-45;male;Santa Barbara;Christian;Single;Professional;Center;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.086957;0
925;18-25;female;Cambridge;Buddhist;Single;Sales and office;Center;Bisexual;LOW;music artist;music artist;entertainment;NO;0.065217;2
924;26-35;female;Cambridge;Other religions;Married;Professional;Center;Homosexual;LOW;drink brand;tv show;drink brand;YES;0.119565;2
923;18-25;male;Cambridge;Buddhist;Married;Production transportation;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.108696;3
922;56-65;male;San Jose;Hindu;Widowed;Natural resources construction;Far Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.097826;7
920;46-55;female;Boston;No religious affiliation;Divorced;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.108696;0
919;46-55;male;San Jose;Hindu;Single;Natural resources construction;Center Left;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.086957;7
918;18-25;female;Winthrop;Christian;Single;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.065217;6
917;26-35;female;Cambridge;Buddhist;Married;Sales and office;Right;Heterosexual;LOW;drink brand;tv show;drink brand;YES;0.097826;0
916;36-45;female;Cambridge;Muslim;Single;Manager;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.130435;0
915;56-65;male;Santa Barbara;Hindu;Widowed;Production transportation;Left;Asexual;LOW;tv show;entertainment;drink brand;NO;0.043478;9
914;18-25;female;Palo Alto;Christian;Married;Natural resources construction;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.119565;6
913;18-25;female;Winthrop;Buddhist;Widowed;Sales and office;Left;Bisexual;LOW;music artist;music artist;entertainment;NO;0.076087;2
912;56-65;male;Santa Barbara;Buddhist;Widowed;Professional;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.152174;3
911;36-45;female;Palo Alto;Hindu;Widowed;Service;Far Left;Asexual;LOW;entertainment;entertainment;music artist;NO;0.119565;7
910;46-55;male;San Jose;Hindu;Single;Natural resources construction;Center Left;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.228261;7
909;26-35;female;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.043478;1
908;56-65;male;San Jose;Hindu;Single;Natural resources construction;Far Left;Bisexual;LOW;music artist;entertainment;soccer club;NO;0.260870;7
907;56-65;male;Cambridge;Christian;Married;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.217391;3
906;56-65;male;San Jose;Hindu;Single;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;tv show;drink brand;NO;0.369565;7
905;36-45;female;Santa Barbara;Jewish;Married;Natural resources construction;Far Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.119565;4
904;56-65;female;Boston;Hindu;Widowed;Student;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.076087;3
903;76-85;female;Cambridge;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.065217;0
902;18-25;male;Boston;Christian;Married;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.119565;8
901;56-65;female;San Jose;Jewish;Married;Production transportation;Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.054348;4
900;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.086957;9
899;36-45;male;Palo Alto;Christian;Widowed;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.152174;1
897;56-65;male;Palo Alto;Other religions;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.108696;0
896;36-45;male;Boston;No religious affiliation;Married;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.108696;0
895;26-35;female;Boston;Muslim;Divorced;Student;Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.152174;0
894;18-25;female;Cambridge;Hindu;Married;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.097826;2
893;18-25;female;Cambridge;Hindu;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.184783;2
892;18-25;female;Santa Barbara;Buddhist;Married;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141304;9
891;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.195652;2
890;26-35;male;Palo Alto;Buddhist;Married;Sales and office;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.043478;2
889;56-65;male;San Jose;Hindu;Single;Natural resources construction;Far Left;Bisexual;LOW;entertainment;entertainment;soccer club;NO;0.086957;7
888;56-65;male;Cambridge;Hindu;Divorced;Natural resources construction;Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.108696;3
887;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.184783;0
886;26-35;female;Cambridge;Buddhist;Divorced;Professional;Center;Heterosexual;LOW;drink brand;tv show;soccer club;YES;0.086957;2
885;56-65;male;San Jose;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.119565;3
884;26-35;female;Winthrop;Christian;Single;Service;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.184783;8
883;56-65;male;San Jose;Hindu;Single;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.260870;7
882;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.141304;3
880;18-25;female;Winthrop;Other religions;Married;Sales and office;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.163043;8
879;66-75;female;Winthrop;Hindu;Divorced;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.217391;2
878;26-35;female;Cambridge;Buddhist;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.163043;2
876;46-55;female;Winthrop;No religious affiliation;Single;Sales and office;Center;Homosexual;LOW;tv show;music artist;drink brand;NO;0.250000;0
875;56-65;male;Cambridge;Hindu;Married;Professional;Right;Heterosexual;LOW;tv show;tv show;drink brand;NO;0.271739;3
874;26-35;female;Winthrop;Christian;Single;Professional;Center;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.054348;8
872;36-45;female;Winthrop;Christian;Single;Production transportation;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.043478;4
871;56-65;male;Winthrop;Hindu;Widowed;Natural resources construction;Far Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.065217;7
870;56-65;male;Santa Barbara;Christian;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.054348;3
869;56-65;male;Santa Barbara;Hindu;Single;Service;Left;Homosexual;LOW;drink brand;tv show;drink brand;NO;0.065217;3
868;46-55;female;Palo Alto;Christian;Widowed;Manager;Center Left;Asexual;LOW;drink brand;drink brand;entertainment;NO;0.076087;1
867;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.119565;7
864;18-25;male;Winthrop;Muslim;Married;Sales and office;Center;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.043478;5
863;66-75;female;Palo Alto;Christian;Married;Natural resources construction;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.043478;4
858;46-55;female;Palo Alto;Christian;Widowed;Manager;Center Left;Asexual;LOW;drink brand;drink brand;entertainment;NO;0.065217;1
857;76-85;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.086957;6
856;36-45;male;San Jose;Other religions;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.086957;0
855;66-75;female;Santa Barbara;Hindu;Married;Production transportation;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.163043;3
854;18-25;female;Boston;Christian;Single;Professional;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.043478;8
853;36-45;female;San Jose;Hindu;Married;Production transportation;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.173913;3
852;26-35;female;Winthrop;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.119565;2
851;18-25;female;Winthrop;Jewish;Widowed;Manager;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.206522;6
850;56-65;female;Santa Barbara;Buddhist;Widowed;Student;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.119565;3
849;26-35;female;Cambridge;Hindu;Divorced;Professional;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.141304;6
848;56-65;male;Santa Barbara;Buddhist;Widowed;Professional;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.108696;3
847;36-45;male;Boston;Other religions;Married;Sales and office;Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.152174;0
846;26-35;male;Winthrop;Christian;Single;Natural resources construction;Center Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.065217;3
845;36-45;female;Santa Barbara;Buddhist;Widowed;Production transportation;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.271739;3
844;56-65;male;Boston;Muslim;Married;Manager;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141304;3
843;26-35;female;Palo Alto;Hindu;Married;Sales and office;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.239130;2
842;56-65;male;Santa Barbara;Hindu;Single;Production transportation;Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.076087;3
841;76-85;male;Winthrop;Jewish;Single;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.032609;6
839;46-55;male;Cambridge;Jewish;Married;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;1
838;18-25;female;Cambridge;Buddhist;Divorced;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.119565;2
837;56-65;female;San Jose;Hindu;Single;Natural resources construction;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.119565;3
836;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;music artist;music artist;drink brand;YES;0.108696;2
834;18-25;male;Cambridge;Buddhist;Married;Production transportation;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.086957;3
833;26-35;male;Winthrop;Buddhist;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.076087;2
832;36-45;male;Boston;No religious affiliation;Single;Manager;Center;Heterosexual;LOW;tv show;tv show;drink brand;NO;0.141304;0
831;66-75;female;Santa Barbara;Hindu;Married;Production transportation;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.097826;3
830;26-35;female;Winthrop;Jewish;Single;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;6
829;56-65;female;Cambridge;Hindu;Married;Student;Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.119565;2
826;18-25;male;Boston;Other religions;Single;Manager;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.119565;0
825;36-45;female;Boston;No religious affiliation;Married;Sales and office;Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;0
824;66-75;female;Winthrop;Christian;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.152174;6
823;46-55;female;Palo Alto;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.195652;3
821;36-45;female;Cambridge;No religious affiliation;Single;Sales and office;Center;Homosexual;LOW;entertainment;music artist;drink brand;NO;0.173913;0
820;76-85;male;Winthrop;Jewish;Single;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.282609;6
818;26-35;female;Boston;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.184783;2
817;66-75;male;Cambridge;No religious affiliation;Divorced;Service;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.141304;0
816;18-25;female;Boston;Christian;Single;Natural resources construction;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.304348;6
815;46-55;female;Santa Barbara;Hindu;Single;Production transportation;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.184783;3
814;56-65;female;Santa Barbara;Hindu;Married;Natural resources construction;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.336957;3
813;26-35;female;Winthrop;Christian;Divorced;Service;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.315217;8
812;26-35;female;San Jose;Hindu;Married;Manager;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.391304;8
811;36-45;female;Boston;No religious affiliation;Married;Natural resources construction;Center;Homosexual;LOW;drink brand;tv show;soccer club;NO;0.054348;0
810;26-35;female;Winthrop;Christian;Single;Professional;Center;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
809;66-75;female;Palo Alto;Jewish;Married;Natural resources construction;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;4
807;56-65;male;Santa Barbara;Hindu;Married;Manager;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.141304;3
806;26-35;female;Winthrop;Jewish;Single;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;6
805;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.152174;6
804;26-35;female;Winthrop;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.065217;2
803;66-75;male;Santa Barbara;Hindu;Single;Natural resources construction;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.086957;7
802;36-45;male;Boston;Christian;Single;Professional;Center;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.152174;0
801;26-35;female;Winthrop;Christian;Single;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;8
799;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.260870;3
798;56-65;male;Santa Barbara;Buddhist;Widowed;Manager;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.206522;3
797;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.206522;7
795;36-45;female;Palo Alto;Hindu;Widowed;Service;Far Left;Asexual;LOW;entertainment;entertainment;music artist;NO;0.076087;7
794;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
793;66-75;female;Palo Alto;Hindu;Married;Manager;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.195652;4
792;26-35;female;San Jose;Hindu;Married;Service;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.130435;2
790;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
789;18-25;male;Winthrop;Jewish;Married;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.282609;6
787;56-65;male;Santa Barbara;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.206522;3
786;56-65;female;San Jose;Other religions;Widowed;Production transportation;Far Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.130435;7
785;26-35;female;Palo Alto;Christian;Married;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.195652;6
784;56-65;female;Palo Alto;Buddhist;Divorced;Student;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.271739;3
783;56-65;female;Santa Barbara;Hindu;Widowed;Production transportation;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.250000;7
782;56-65;male;Santa Barbara;Hindu;Married;Natural resources construction;Center;Heterosexual;LOW;tv show;drink brand;drink brand;NO;0.260870;3
781;26-35;female;Winthrop;Jewish;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.413043;8
780;26-35;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.130435;6
779;26-35;female;Winthrop;Christian;Single;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.086957;8
778;36-45;male;Boston;No religious affiliation;Married;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
777;36-45;male;Boston;No religious affiliation;Divorced;Sales and office;Center;Bisexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
776;26-35;female;Cambridge;Buddhist;Married;Sales and office;Right;Heterosexual;LOW;drink brand;tv show;drink brand;YES;0.130435;0
775;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
774;26-35;female;Winthrop;Christian;Married;Professional;Center Right;Bisexual;LOW;entertainment;music artist;soccer club;NO;0.304348;8
773;18-25;female;Cambridge;Hindu;Widowed;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.097826;2
772;18-25;female;Boston;Buddhist;Married;Service;Center Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.141304;0
771;66-75;female;San Jose;Jewish;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.130435;4
770;18-25;female;Boston;Muslim;Single;Production transportation;Center Right;Bisexual;LOW;entertainment;music artist;soccer club;NO;0.239130;8
769;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.173913;2
768;36-45;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Asexual;LOW;tv show;drink brand;soccer club;NO;0.184783;3
767;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;YES;0.206522;2
766;18-25;female;Boston;Christian;Married;Manager;Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.467391;8
765;56-65;male;Santa Barbara;Buddhist;Widowed;Natural resources construction;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.108696;3
764;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.173913;6
763;66-75;male;Cambridge;Hindu;Married;Professional;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.173913;0
762;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Bisexual;LOW;entertainment;entertainment;entertainment;NO;0.250000;6
761;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.195652;3
760;26-35;female;Boston;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.282609;2
759;36-45;male;San Jose;Other religions;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.195652;0
758;26-35;male;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.347826;2
