community;attribute;value;frequency
7;PROFESSION;Service;4
7;PROFESSION;Salesandoffice;3
7;PROFESSION;Naturalresourcesconstructionandmaintenance;0
7;PROFESSION;Productiontransportationandmaterialmoving;0
7;PROFESSION;Student;2
7;POLITICAL;FarLeft;70
7;POLITICAL;Left;19
7;POLITICAL;CenterLeft;11
7;POLITICAL;Center;11
7;POLITICAL;CenterRight;2
7;POLITICAL;Right;4
7;POLITICAL;FarRight;0
7;SEXUALITY;Asexual;1
7;SEXUALITY;Bisexual;1
7;SEXUALITY;Heterosexual;103
7;SEXUALITY;Homosexual;12
7;LIKE1;entertainment;31
7;LIKE1;music artist;70
7;LIKE1;drink brand;4
7;LIKE1;tv show;12
7;LIKE2;entertainment;32
7;LIKE2;music artist;10
7;LIKE2;tv show;61
7;LIKE2;drink brand;14
7;LIKE3;music artist;19
7;LIKE3;entertainment;12
7;LIKE3;drink brand;6
7;LIKE3;soccer club;80
6;AGE;18-25;47
6;AGE;26-35;31
6;AGE;36-45;4
6;AGE;46-55;1
6;AGE;56-65;7
6;AGE;66-75;1
6;AGE;76-85;5
6;GENDER;Male;5
6;GENDER;Female;91
6;RESIDENCE;PaloAlto;3
6;RESIDENCE;SantaBarbara;0
6;RESIDENCE;Winthrop;70
6;RESIDENCE;Boston;3
6;RESIDENCE;Cambridge;5
6;RESIDENCE;SanJose;15
6;RELIGION;Buddhist;0
6;RELIGION;Christian;39
6;RELIGION;Hindu;1
6;RELIGION;Jewish;46
6;RELIGION;Muslim;5
6;RELIGION;Sikh;0
6;RELIGION;TraditionalSpirituality;0
6;RELIGION;OtherReligion;0
6;RELIGION;Noreligiousaffiliation;0
6;MARITAL;Single;44
6;MARITAL;Married;16
6;MARITAL;Divorced;26
6;MARITAL;Widowed;10
6;PROFESSION;Manager;8
6;PROFESSION;Professional;54
6;PROFESSION;Service;6
6;PROFESSION;Salesandoffice;9
6;PROFESSION;Naturalresourcesconstructionandmaintenance;0
6;PROFESSION;Productiontransportationandmaterialmoving;0
6;PROFESSION;Student;13
6;POLITICAL;FarLeft;3
6;POLITICAL;Left;4
6;POLITICAL;CenterLeft;6
6;POLITICAL;Center;14
6;POLITICAL;CenterRight;59
6;POLITICAL;Right;7
6;POLITICAL;FarRight;3
6;SEXUALITY;Asexual;2
6;SEXUALITY;Bisexual;4
6;SEXUALITY;Heterosexual;88
6;SEXUALITY;Homosexual;2
6;LIKE1;entertainment;22
6;LIKE1;music artist;9
6;LIKE1;drink brand;11
6;LIKE1;tv show;54
6;LIKE2;entertainment;21
6;LIKE2;music artist;42
6;LIKE2;tv show;11
6;LIKE2;drink brand;22
6;LIKE3;music artist;9
6;LIKE3;entertainment;12
6;LIKE3;drink brand;46
6;LIKE3;soccer club;28
5;AGE;18-25;21
5;AGE;26-35;3
5;AGE;36-45;0
5;AGE;46-55;0
5;AGE;56-65;0
5;AGE;66-75;2
5;AGE;76-85;0
5;GENDER;Male;4
5;GENDER;Female;22
5;RESIDENCE;PaloAlto;3
5;RESIDENCE;SantaBarbara;1
5;RESIDENCE;Winthrop;14
5;RESIDENCE;Boston;1
5;RESIDENCE;Cambridge;5
5;RESIDENCE;SanJose;2
5;RELIGION;Buddhist;2
5;RELIGION;Christian;4
5;RELIGION;Hindu;0
5;RELIGION;Jewish;0
5;RELIGION;Muslim;17
5;RELIGION;Sikh;0
5;RELIGION;TraditionalSpirituality;0
5;RELIGION;OtherReligion;0
5;RELIGION;Noreligiousaffiliation;0
5;MARITAL;Single;14
5;MARITAL;Married;10
5;MARITAL;Divorced;1
5;MARITAL;Widowed;1
5;PROFESSION;Manager;1
5;PROFESSION;Professional;22
5;PROFESSION;Service;0
5;PROFESSION;Salesandoffice;1
5;PROFESSION;Naturalresourcesconstructionandmaintenance;0
5;PROFESSION;Productiontransportationandmaterialmoving;0
5;PROFESSION;Student;2
5;POLITICAL;FarLeft;0
5;POLITICAL;Left;3
5;POLITICAL;CenterLeft;1
5;POLITICAL;Center;4
5;POLITICAL;CenterRight;18
5;POLITICAL;Right;0
5;POLITICAL;FarRight;0
5;SEXUALITY;Asexual;0
5;SEXUALITY;Bisexual;1
5;SEXUALITY;Heterosexual;24
5;SEXUALITY;Homosexual;1
5;LIKE1;entertainment;3
5;LIKE1;music artist;22
5;LIKE1;drink brand;0
5;LIKE1;tv show;1
5;LIKE2;entertainment;3
5;LIKE2;music artist;1
5;LIKE2;tv show;21
5;LIKE2;drink brand;1
5;LIKE3;music artist;2
5;LIKE3;entertainment;2
5;LIKE3;drink brand;0
5;LIKE3;soccer club;22
4;AGE;18-25;3
4;AGE;26-35;4
4;AGE;36-45;0
4;AGE;46-55;1
4;AGE;56-65;6
4;AGE;66-75;30
4;AGE;76-85;5
4;GENDER;Male;4
4;GENDER;Female;45
4;RESIDENCE;PaloAlto;8
4;RESIDENCE;SantaBarbara;6
4;RESIDENCE;Winthrop;5
4;RESIDENCE;Boston;2
4;RESIDENCE;Cambridge;2
4;RESIDENCE;SanJose;26
4;RELIGION;Buddhist;1
4;RELIGION;Christian;13
4;RELIGION;Hindu;3
4;RELIGION;Jewish;26
4;RELIGION;Muslim;2
4;RELIGION;Sikh;0
4;RELIGION;TraditionalSpirituality;0
4;RELIGION;OtherReligion;0
4;RELIGION;Noreligiousaffiliation;0
4;MARITAL;Single;18
4;MARITAL;Married;28
4;MARITAL;Divorced;3
4;MARITAL;Widowed;0
4;PROFESSION;Manager;0
4;PROFESSION;Professional;2
4;PROFESSION;Service;2
4;PROFESSION;Salesandoffice;2
4;PROFESSION;Naturalresourcesconstructionandmaintenance;0
4;PROFESSION;Productiontransportationandmaterialmoving;0
4;PROFESSION;Student;4
4;POLITICAL;FarLeft;31
4;POLITICAL;Left;13
4;POLITICAL;CenterLeft;1
4;POLITICAL;Center;2
4;POLITICAL;CenterRight;2
4;POLITICAL;Right;0
4;POLITICAL;FarRight;0
4;SEXUALITY;Asexual;0
4;SEXUALITY;Bisexual;2
4;SEXUALITY;Heterosexual;44
4;SEXUALITY;Homosexual;3
4;LIKE1;entertainment;36
4;LIKE1;music artist;4
4;LIKE1;drink brand;3
4;LIKE1;tv show;6
4;LIKE2;entertainment;13
4;LIKE2;music artist;3
4;LIKE2;tv show;26
4;LIKE2;drink brand;7
4;LIKE3;music artist;7
4;LIKE3;entertainment;29
4;LIKE3;drink brand;7
4;LIKE3;soccer club;6
3;AGE;18-25;10
3;AGE;26-35;9
3;AGE;36-45;6
3;AGE;46-55;19
3;AGE;56-65;114
3;AGE;66-75;6
3;AGE;76-85;5
3;GENDER;Male;88
3;GENDER;Female;81
3;RESIDENCE;PaloAlto;21
3;RESIDENCE;SantaBarbara;117
3;RESIDENCE;Winthrop;7
3;RESIDENCE;Boston;8
3;RESIDENCE;Cambridge;0
3;RESIDENCE;SanJose;15
3;RELIGION;Buddhist;34
3;RELIGION;Christian;5
3;RELIGION;Hindu;115
3;RELIGION;Jewish;1
3;RELIGION;Muslim;6
3;RELIGION;Sikh;6
3;RELIGION;TraditionalSpirituality;0
3;RELIGION;OtherReligion;0
3;RELIGION;Noreligiousaffiliation;1
3;MARITAL;Single;78
3;MARITAL;Married;33
3;MARITAL;Divorced;16
3;MARITAL;Widowed;43
3;PROFESSION;Manager;7
3;PROFESSION;Professional;6
3;PROFESSION;Service;11
3;PROFESSION;Salesandoffice;7
3;PROFESSION;Naturalresourcesconstructionandmaintenance;0
3;PROFESSION;Productiontransportationandmaterialmoving;0
3;PROFESSION;Student;4
3;POLITICAL;FarLeft;3
3;POLITICAL;Left;12
3;POLITICAL;CenterLeft;7
3;POLITICAL;Center;7
3;POLITICAL;CenterRight;30
3;POLITICAL;Right;107
3;POLITICAL;FarRight;1
3;SEXUALITY;Asexual;0
3;SEXUALITY;Bisexual;9
3;SEXUALITY;Heterosexual;160
3;SEXUALITY;Homosexual;2
3;LIKE1;entertainment;48
3;LIKE1;music artist;19
3;LIKE1;drink brand;17
3;LIKE1;tv show;84
3;LIKE2;entertainment;110
3;LIKE2;music artist;18
3;LIKE2;tv show;17
3;LIKE2;drink brand;25
3;LIKE3;music artist;23
3;LIKE3;entertainment;95
3;LIKE3;drink brand;18
3;LIKE3;soccer club;32
2;AGE;18-25;10
2;AGE;26-35;108
2;AGE;36-45;21
2;AGE;46-55;6
2;AGE;56-65;4
2;AGE;66-75;0
2;AGE;76-85;2
2;GENDER;Male;13
2;GENDER;Female;139
2;RESIDENCE;PaloAlto;8
2;RESIDENCE;SantaBarbara;11
2;RESIDENCE;Winthrop;22
2;RESIDENCE;Boston;6
2;RESIDENCE;Cambridge;94
2;RESIDENCE;SanJose;9
2;RELIGION;Buddhist;121
2;RELIGION;Christian;4
2;RELIGION;Hindu;11
2;RELIGION;Jewish;0
2;RELIGION;Muslim;8
2;RELIGION;Sikh;4
2;RELIGION;TraditionalSpirituality;0
2;RELIGION;OtherReligion;0
2;RELIGION;Noreligiousaffiliation;0
2;MARITAL;Single;37
2;MARITAL;Married;33
2;MARITAL;Divorced;64
2;MARITAL;Widowed;16
2;PROFESSION;Manager;17
2;PROFESSION;Professional;32
2;PROFESSION;Service;5
2;PROFESSION;Salesandoffice;86
2;PROFESSION;Naturalresourcesconstructionandmaintenance;0
2;PROFESSION;Productiontransportationandmaterialmoving;0
2;PROFESSION;Student;4
2;POLITICAL;FarLeft;5
2;POLITICAL;Left;17
2;POLITICAL;CenterLeft;25
2;POLITICAL;Center;92
2;POLITICAL;CenterRight;8
2;POLITICAL;Right;5
2;POLITICAL;FarRight;0
2;SEXUALITY;Asexual;1
2;SEXUALITY;Bisexual;3
2;SEXUALITY;Heterosexual;145
2;SEXUALITY;Homosexual;3
2;LIKE1;entertainment;116
2;LIKE1;music artist;12
2;LIKE1;drink brand;15
2;LIKE1;tv show;9
2;LIKE2;entertainment;29
2;LIKE2;music artist;12
2;LIKE2;tv show;102
2;LIKE2;drink brand;8
2;LIKE3;music artist;19
2;LIKE3;entertainment;10
2;LIKE3;drink brand;15
2;LIKE3;soccer club;107
1;AGE;18-25;27
1;AGE;26-35;15
1;AGE;36-45;0
1;AGE;46-55;1
1;AGE;56-65;3
1;AGE;66-75;3
1;AGE;76-85;0
1;GENDER;Male;40
1;GENDER;Female;9
1;RESIDENCE;PaloAlto;33
1;RESIDENCE;SantaBarbara;4
1;RESIDENCE;Winthrop;2
1;RESIDENCE;Boston;2
1;RESIDENCE;Cambridge;2
1;RESIDENCE;SanJose;6
1;RELIGION;Buddhist;2
1;RELIGION;Christian;34
1;RELIGION;Hindu;2
1;RELIGION;Jewish;6
1;RELIGION;Muslim;5
1;RELIGION;Sikh;0
1;RELIGION;TraditionalSpirituality;0
1;RELIGION;OtherReligion;0
1;RELIGION;Noreligiousaffiliation;0
1;MARITAL;Single;26
1;MARITAL;Married;14
1;MARITAL;Divorced;1
1;MARITAL;Widowed;8
1;PROFESSION;Manager;2
1;PROFESSION;Professional;0
1;PROFESSION;Service;2
1;PROFESSION;Salesandoffice;1
1;PROFESSION;Naturalresourcesconstructionandmaintenance;0
1;PROFESSION;Productiontransportationandmaterialmoving;0
1;PROFESSION;Student;43
1;POLITICAL;FarLeft;2
1;POLITICAL;Left;3
1;POLITICAL;CenterLeft;34
1;POLITICAL;Center;3
1;POLITICAL;CenterRight;4
1;POLITICAL;Right;2
1;POLITICAL;FarRight;1
1;SEXUALITY;Asexual;2
1;SEXUALITY;Bisexual;3
1;SEXUALITY;Heterosexual;40
1;SEXUALITY;Homosexual;4
1;LIKE1;entertainment;16
1;LIKE1;music artist;7
1;LIKE1;drink brand;21
1;LIKE1;tv show;5
1;LIKE2;entertainment;15
1;LIKE2;music artist;7
1;LIKE2;tv show;2
1;LIKE2;drink brand;25
1;LIKE3;music artist;9
1;LIKE3;entertainment;28
1;LIKE3;drink brand;4
1;LIKE3;soccer club;8
0;AGE;18-25;12
0;AGE;26-35;40
0;AGE;36-45;121
0;AGE;46-55;5
0;AGE;56-65;2
0;AGE;66-75;1
0;AGE;76-85;6
0;GENDER;Male;95
0;GENDER;Female;92
0;RESIDENCE;PaloAlto;1
0;RESIDENCE;SantaBarbara;13
0;RESIDENCE;Winthrop;23
0;RESIDENCE;Boston;111
0;RESIDENCE;Cambridge;17
0;RESIDENCE;SanJose;22
0;RELIGION;Buddhist;7
0;RELIGION;Christian;29
0;RELIGION;Hindu;4
0;RELIGION;Jewish;6
0;RELIGION;Muslim;43
0;RELIGION;Sikh;0
0;RELIGION;TraditionalSpirituality;0
0;RELIGION;OtherReligion;0
0;RELIGION;Noreligiousaffiliation;80
0;MARITAL;Single;63
0;MARITAL;Married;87
0;MARITAL;Divorced;18
0;MARITAL;Widowed;17
0;PROFESSION;Manager;22
0;PROFESSION;Professional;24
0;PROFESSION;Service;15
0;PROFESSION;Salesandoffice;109
0;PROFESSION;Naturalresourcesconstructionandmaintenance;0
0;PROFESSION;Productiontransportationandmaterialmoving;0
0;PROFESSION;Student;6
0;POLITICAL;FarLeft;9
0;POLITICAL;Left;23
0;POLITICAL;CenterLeft;20
0;POLITICAL;Center;114
0;POLITICAL;CenterRight;11
0;POLITICAL;Right;10
0;POLITICAL;FarRight;0
0;SEXUALITY;Asexual;1
0;SEXUALITY;Bisexual;10
0;SEXUALITY;Heterosexual;171
0;SEXUALITY;Homosexual;5
0;LIKE1;entertainment;22
0;LIKE1;music artist;23
0;LIKE1;drink brand;24
0;LIKE1;tv show;118
0;LIKE2;entertainment;22
0;LIKE2;music artist;117
0;LIKE2;tv show;23
0;LIKE2;drink brand;25
0;LIKE3;music artist;19
0;LIKE3;entertainment;15
0;LIKE3;drink brand;124
0;LIKE3;soccer club;29
