community;attribute;value;frequency
4;RESIDENCE;PaloAlto;15
4;RESIDENCE;SantaBarbara;3
4;RESIDENCE;Winthrop;1
4;RESIDENCE;Boston;1
4;RESIDENCE;Cambridge;4
4;RESIDENCE;SanJose;23
4;RELIGION;Buddhist;1
4;RELIGION;Christian;20
4;RELIGION;Hindu;0
4;RELIGION;Jewish;25
4;RELIGION;Muslim;0
4;RELIGION;Sikh;0
4;RELIGION;TraditionalSpirituality;0
4;RELIGION;OtherReligion;0
4;RELIGION;Noreligiousaffiliation;0
4;MARITAL;Single;19
4;MARITAL;Married;19
4;MARITAL;Divorced;5
4;MARITAL;Widowed;4
4;PROFESSION;Manager;2
4;PROFESSION;Professional;3
4;PROFESSION;Service;0
4;PROFESSION;Salesandoffice;1
4;PROFESSION;Naturalresourcesconstructionandmaintenance;0
4;PROFESSION;Productiontransportationandmaterialmoving;0
4;PROFESSION;Student;0
4;POLITICAL;FarLeft;32
4;POLITICAL;Left;10
4;POLITICAL;CenterLeft;3
4;POLITICAL;Center;2
4;POLITICAL;CenterRight;0
4;POLITICAL;Right;0
4;POLITICAL;FarRight;0
4;SEXUALITY;Asexual;2
4;SEXUALITY;Bisexual;8
4;SEXUALITY;Heterosexual;34
4;SEXUALITY;Homosexual;3
4;LIKE1;entertainment;35
4;LIKE1;music artist;5
4;LIKE1;drink brand;3
4;LIKE1;tv show;4
4;LIKE2;entertainment;16
4;LIKE2;music artist;5
4;LIKE2;tv show;22
4;LIKE2;drink brand;4
4;LIKE3;music artist;11
4;LIKE3;entertainment;25
4;LIKE3;drink brand;7
4;LIKE3;soccer club;4
3;AGE;18-25;5
3;AGE;26-35;5
3;AGE;36-45;8
3;AGE;46-55;25
3;AGE;56-65;100
3;AGE;66-75;15
3;AGE;76-85;8
3;GENDER;Male;97
3;GENDER;Female;73
3;RESIDENCE;PaloAlto;14
3;RESIDENCE;SantaBarbara;124
3;RESIDENCE;Winthrop;5
3;RESIDENCE;Boston;7
3;RESIDENCE;Cambridge;6
3;RESIDENCE;SanJose;13
3;RELIGION;Buddhist;21
3;RELIGION;Christian;6
3;RELIGION;Hindu;114
3;RELIGION;Jewish;4
3;RELIGION;Muslim;18
3;RELIGION;Sikh;2
3;RELIGION;TraditionalSpirituality;0
3;RELIGION;OtherReligion;0
3;RELIGION;Noreligiousaffiliation;0
3;MARITAL;Single;49
3;MARITAL;Married;53
3;MARITAL;Divorced;22
3;MARITAL;Widowed;43
3;PROFESSION;Manager;10
3;PROFESSION;Professional;5
3;PROFESSION;Service;8
3;PROFESSION;Salesandoffice;2
3;PROFESSION;Naturalresourcesconstructionandmaintenance;0
3;PROFESSION;Productiontransportationandmaterialmoving;0
3;PROFESSION;Student;15
3;POLITICAL;FarLeft;1
3;POLITICAL;Left;14
3;POLITICAL;CenterLeft;10
3;POLITICAL;Center;9
3;POLITICAL;CenterRight;23
3;POLITICAL;Right;109
3;POLITICAL;FarRight;2
3;SEXUALITY;Asexual;3
3;SEXUALITY;Bisexual;12
3;SEXUALITY;Heterosexual;144
3;SEXUALITY;Homosexual;11
3;LIKE1;entertainment;26
3;LIKE1;music artist;17
3;LIKE1;drink brand;14
3;LIKE1;tv show;111
3;LIKE2;entertainment;102
3;LIKE2;music artist;16
3;LIKE2;tv show;16
3;LIKE2;drink brand;33
3;LIKE3;music artist;19
3;LIKE3;entertainment;90
3;LIKE3;drink brand;20
3;LIKE3;soccer club;38
2;AGE;18-25;17
2;AGE;26-35;106
2;AGE;36-45;15
2;AGE;46-55;4
2;AGE;56-65;6
2;AGE;66-75;3
2;AGE;76-85;0
2;GENDER;Male;24
2;GENDER;Female;128
2;RESIDENCE;PaloAlto;6
2;RESIDENCE;SantaBarbara;9
2;RESIDENCE;Winthrop;11
2;RESIDENCE;Boston;23
2;RESIDENCE;Cambridge;91
2;RESIDENCE;SanJose;11
2;RELIGION;Buddhist;108
2;RELIGION;Christian;7
2;RELIGION;Hindu;23
2;RELIGION;Jewish;2
2;RELIGION;Muslim;5
2;RELIGION;Sikh;5
2;RELIGION;TraditionalSpirituality;0
2;RELIGION;OtherReligion;0
2;RELIGION;Noreligiousaffiliation;1
2;MARITAL;Single;41
2;MARITAL;Married;47
2;MARITAL;Divorced;45
2;MARITAL;Widowed;19
2;PROFESSION;Manager;28
2;PROFESSION;Professional;27
2;PROFESSION;Service;13
2;PROFESSION;Salesandoffice;78
2;PROFESSION;Naturalresourcesconstructionandmaintenance;0
2;PROFESSION;Productiontransportationandmaterialmoving;0
2;PROFESSION;Student;4
2;POLITICAL;FarLeft;5
2;POLITICAL;Left;18
2;POLITICAL;CenterLeft;30
2;POLITICAL;Center;78
2;POLITICAL;CenterRight;18
2;POLITICAL;Right;1
2;POLITICAL;FarRight;0
2;SEXUALITY;Asexual;3
2;SEXUALITY;Bisexual;3
2;SEXUALITY;Heterosexual;139
2;SEXUALITY;Homosexual;7
2;LIKE1;entertainment;104
2;LIKE1;music artist;9
2;LIKE1;drink brand;14
2;LIKE1;tv show;24
2;LIKE2;entertainment;35
2;LIKE2;music artist;9
2;LIKE2;tv show;77
2;LIKE2;drink brand;31
2;LIKE3;music artist;17
2;LIKE3;entertainment;16
2;LIKE3;drink brand;10
2;LIKE3;soccer club;109
1;AGE;18-25;32
1;AGE;26-35;9
1;AGE;36-45;5
1;AGE;46-55;0
1;AGE;56-65;1
1;AGE;66-75;0
1;AGE;76-85;2
1;GENDER;Male;26
1;GENDER;Female;23
1;RESIDENCE;PaloAlto;30
1;RESIDENCE;SantaBarbara;5
1;RESIDENCE;Winthrop;2
1;RESIDENCE;Boston;6
1;RESIDENCE;Cambridge;2
1;RESIDENCE;SanJose;4
1;RELIGION;Buddhist;0
1;RELIGION;Christian;36
1;RELIGION;Hindu;1
1;RELIGION;Jewish;7
1;RELIGION;Muslim;5
1;RELIGION;Sikh;0
1;RELIGION;TraditionalSpirituality;0
1;RELIGION;OtherReligion;0
1;RELIGION;Noreligiousaffiliation;0
1;MARITAL;Single;24
1;MARITAL;Married;12
1;MARITAL;Divorced;2
1;MARITAL;Widowed;11
1;PROFESSION;Manager;3
1;PROFESSION;Professional;7
1;PROFESSION;Service;3
1;PROFESSION;Salesandoffice;4
1;PROFESSION;Naturalresourcesconstructionandmaintenance;0
1;PROFESSION;Productiontransportationandmaterialmoving;0
1;PROFESSION;Student;29
1;POLITICAL;FarLeft;8
1;POLITICAL;Left;1
1;POLITICAL;CenterLeft;31
1;POLITICAL;Center;3
1;POLITICAL;CenterRight;3
1;POLITICAL;Right;1
1;POLITICAL;FarRight;2
1;SEXUALITY;Asexual;0
1;SEXUALITY;Bisexual;2
1;SEXUALITY;Heterosexual;46
1;SEXUALITY;Homosexual;1
1;LIKE1;entertainment;5
1;LIKE1;music artist;11
1;LIKE1;drink brand;26
1;LIKE1;tv show;7
1;LIKE2;entertainment;4
1;LIKE2;music artist;11
1;LIKE2;tv show;4
1;LIKE2;drink brand;30
1;LIKE3;music artist;4
1;LIKE3;entertainment;30
1;LIKE3;drink brand;6
1;LIKE3;soccer club;9
0;AGE;18-25;15
0;AGE;26-35;32
0;AGE;36-45;115
0;AGE;46-55;12
0;AGE;56-65;4
0;AGE;66-75;1
0;AGE;76-85;7
0;GENDER;Male;83
0;GENDER;Female;103
0;RESIDENCE;PaloAlto;4
0;RESIDENCE;SantaBarbara;7
0;RESIDENCE;Winthrop;21
0;RESIDENCE;Boston;123
0;RESIDENCE;Cambridge;15
0;RESIDENCE;SanJose;14
0;RELIGION;Buddhist;13
0;RELIGION;Christian;27
0;RELIGION;Hindu;13
0;RELIGION;Jewish;4
0;RELIGION;Muslim;41
0;RELIGION;Sikh;0
0;RELIGION;TraditionalSpirituality;0
0;RELIGION;OtherReligion;0
0;RELIGION;Noreligiousaffiliation;84
0;MARITAL;Single;81
0;MARITAL;Married;71
0;MARITAL;Divorced;25
0;MARITAL;Widowed;8
0;PROFESSION;Manager;15
0;PROFESSION;Professional;12
0;PROFESSION;Service;5
0;PROFESSION;Salesandoffice;129
0;PROFESSION;Naturalresourcesconstructionandmaintenance;0
0;PROFESSION;Productiontransportationandmaterialmoving;0
0;PROFESSION;Student;4
0;POLITICAL;FarLeft;13
0;POLITICAL;Left;22
0;POLITICAL;CenterLeft;10
0;POLITICAL;Center;108
0;POLITICAL;CenterRight;22
0;POLITICAL;Right;9
0;POLITICAL;FarRight;1
0;SEXUALITY;Asexual;6
0;SEXUALITY;Bisexual;4
0;SEXUALITY;Heterosexual;159
0;SEXUALITY;Homosexual;16
0;LIKE1;entertainment;31
0;LIKE1;music artist;29
0;LIKE1;drink brand;30
0;LIKE1;tv show;93
0;LIKE2;entertainment;31
0;LIKE2;music artist;100
0;LIKE2;tv show;30
0;LIKE2;drink brand;22
0;LIKE3;music artist;17
0;LIKE3;entertainment;27
0;LIKE3;drink brand;108
0;LIKE3;soccer club;31
