user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;community
948;36-45;male;Palo Alto;Jewish;Single;Manager;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.086957;3
946;18-25;male;Boston;Muslim;Single;Manager;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.086957;8
945;18-25;male;Palo Alto;Jewish;Single;Sales and office;Left;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.141304;1
944;56-65;male;Santa Barbara;Hindu;Married;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.021739;7
943;26-35;male;Santa Barbara;Buddhist;Widowed;Sales and office;Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.108696;2
942;76-85;female;Winthrop;Christian;Single;Professional;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.097826;6
941;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.163043;6
940;26-35;male;Boston;No religious affiliation;Widowed;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;0
939;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.152174;3
938;26-35;female;Boston;Christian;Widowed;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.217391;8
937;18-25;male;Cambridge;Hindu;Married;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.260870;1
935;56-65;male;Santa Barbara;Buddhist;Widowed;Sales and office;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.043478;3
934;66-75;female;Palo Alto;Muslim;Divorced;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.076087;9
933;26-35;male;Palo Alto;Muslim;Married;Sales and office;Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.043478;0
932;66-75;male;Santa Barbara;Hindu;Married;Production transportation;Center;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.130435;7
931;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.032609;5
930;66-75;female;San Jose;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.086957;4
929;18-25;female;Santa Barbara;Muslim;Married;Professional;Center Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.086957;3
928;36-45;female;San Jose;Hindu;Single;Student;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;3
927;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.108696;9
926;36-45;female;Cambridge;No religious affiliation;Single;Professional;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.086957;0
925;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.065217;2
924;26-35;female;Cambridge;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.119565;2
923;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.108696;3
922;76-85;male;Palo Alto;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.097826;7
921;26-35;female;Palo Alto;Jewish;Married;Sales and office;Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.043478;4
920;36-45;male;Boston;Other religions;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.108696;0
919;56-65;female;Boston;Other religions;Single;Production transportation;Far Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.086957;7
918;18-25;female;Cambridge;Jewish;Married;Service;Right;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.065217;6
917;76-85;male;Boston;No religious affiliation;Married;Service;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.097826;0
916;36-45;female;Cambridge;No religious affiliation;Single;Natural resources construction;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.130435;0
915;56-65;female;Palo Alto;Jewish;Married;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.043478;9
914;26-35;female;Winthrop;Jewish;Widowed;Professional;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.119565;6
913;46-55;female;Cambridge;Buddhist;Widowed;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;2
912;56-65;male;Santa Barbara;Buddhist;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.152174;3
911;56-65;male;Palo Alto;Hindu;Widowed;Natural resources construction;Center Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.119565;7
910;56-65;female;Boston;Other religions;Single;Production transportation;Far Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.228261;7
909;26-35;female;Santa Barbara;Christian;Divorced;Service;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.043478;1
908;46-55;male;Palo Alto;Hindu;Single;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.260870;7
907;36-45;male;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.217391;3
906;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.369565;7
905;66-75;female;Palo Alto;Jewish;Married;Natural resources construction;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.119565;4
904;36-45;female;San Jose;Hindu;Divorced;Production transportation;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;3
903;26-35;male;Boston;No religious affiliation;Divorced;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.065217;0
902;26-35;female;Palo Alto;Muslim;Widowed;Student;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.119565;8
901;66-75;female;San Jose;Christian;Single;Production transportation;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.054348;4
900;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.086957;9
899;26-35;male;Palo Alto;Christian;Widowed;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.152174;1
897;26-35;female;Santa Barbara;Other religions;Widowed;Manager;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.108696;0
896;18-25;female;Cambridge;Jewish;Divorced;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.108696;0
895;18-25;female;Winthrop;Muslim;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.152174;0
894;26-35;female;Cambridge;Buddhist;Single;Professional;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.097826;2
893;26-35;female;Cambridge;Sikh;Single;Professional;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.184783;2
892;56-65;male;Santa Barbara;Buddhist;Married;Student;Left;Heterosexual;LOW;tv show;entertainment;drink brand;NO;0.141304;9
891;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.195652;2
890;26-35;female;Winthrop;Buddhist;Widowed;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.043478;2
889;46-55;male;Palo Alto;Hindu;Single;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.086957;7
888;56-65;female;Santa Barbara;Buddhist;Divorced;Natural resources construction;Far Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.108696;3
887;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.184783;0
886;36-45;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;tv show;tv show;soccer club;NO;0.086957;2
885;56-65;female;Santa Barbara;Hindu;Married;Natural resources construction;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.119565;3
884;18-25;female;Winthrop;Christian;Divorced;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.184783;8
883;46-55;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.260870;7
882;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.141304;3
880;18-25;female;Winthrop;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.163043;8
879;36-45;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.217391;2
878;56-65;female;Cambridge;Buddhist;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.163043;2
876;36-45;male;Boston;Muslim;Divorced;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.250000;0
875;46-55;male;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.271739;3
874;18-25;female;Winthrop;Hindu;Single;Service;Center;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.054348;8
872;56-65;female;Santa Barbara;Jewish;Single;Student;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.043478;4
871;56-65;male;Palo Alto;Christian;Widowed;Service;Center;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.065217;7
870;46-55;female;Boston;Buddhist;Divorced;Natural resources construction;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.054348;3
869;56-65;male;Santa Barbara;Hindu;Single;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.065217;3
868;26-35;female;San Jose;Jewish;Single;Student;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.076087;1
867;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.119565;7
864;18-25;male;Palo Alto;Muslim;Single;Professional;Center Right;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;5
863;66-75;female;San Jose;Other religions;Married;Production transportation;Far Left;Homosexual;LOW;entertainment;tv show;entertainment;NO;0.043478;4
859;26-35;female;Cambridge;;Single;Manager;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.141304;2
858;26-35;female;San Jose;Jewish;Single;Student;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.065217;1
857;18-25;female;Winthrop;Jewish;Divorced;Manager;Center Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.086957;6
856;36-45;female;Winthrop;Christian;Married;Service;Right;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.086957;0
855;56-65;female;Boston;Buddhist;Single;Natural resources construction;Right;Bisexual;LOW;drink brand;tv show;drink brand;NO;0.163043;3
854;18-25;female;Boston;Christian;Single;Student;Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.043478;8
853;56-65;female;Palo Alto;No religious affiliation;Widowed;Production transportation;Center;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.173913;3
852;46-55;female;Palo Alto;Buddhist;Divorced;Professional;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.119565;2
851;18-25;female;San Jose;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.206522;6
850;26-35;male;San Jose;Hindu;Single;Professional;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.119565;3
849;76-85;female;Winthrop;Jewish;Widowed;Sales and office;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141304;6
848;56-65;male;Santa Barbara;Buddhist;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.108696;3
847;36-45;male;Winthrop;Christian;Single;Production transportation;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.152174;0
846;46-55;male;Palo Alto;Buddhist;Widowed;Production transportation;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.065217;3
845;56-65;male;Santa Barbara;Muslim;Divorced;Production transportation;Far Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.271739;3
844;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;entertainment;NO;0.141304;3
843;26-35;female;Winthrop;Buddhist;Divorced;Manager;Center;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.239130;2
842;76-85;male;Santa Barbara;Hindu;Widowed;Service;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.076087;3
841;18-25;female;Winthrop;Christian;Married;Professional;Center Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.032609;6
839;18-25;male;Cambridge;Hindu;Married;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.043478;1
838;26-35;female;Cambridge;Buddhist;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.119565;2
837;56-65;male;San Jose;Hindu;Married;Natural resources construction;Center Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.119565;3
836;26-35;female;San Jose;Buddhist;Divorced;Service;Right;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.108696;2
834;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.086957;3
833;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.076087;2
832;26-35;male;San Jose;Muslim;Single;Sales and office;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
831;56-65;female;Boston;Buddhist;Single;Natural resources construction;Right;Bisexual;LOW;drink brand;tv show;drink brand;NO;0.097826;3
830;26-35;female;San Jose;Christian;Divorced;Service;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.108696;6
829;26-35;female;Santa Barbara;Buddhist;Divorced;Professional;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.119565;2
828;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.271739;2
826;36-45;male;Winthrop;Hindu;Widowed;Production transportation;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.119565;0
825;36-45;male;Boston;Other religions;Single;Natural resources construction;Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.076087;0
824;26-35;female;Boston;Christian;Married;Service;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.152174;6
823;56-65;female;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.195652;3
821;36-45;female;Boston;Muslim;Married;Professional;Center;Heterosexual;LOW;tv show;music artist;soccer club;NO;0.173913;0
820;18-25;female;Winthrop;Christian;Married;Professional;Center Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.282609;6
819;56-65;female;Palo Alto;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;;;;NO;0.108696;3
818;36-45;female;Boston;Muslim;Married;Student;Far Left;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.184783;2
817;26-35;female;Santa Barbara;No religious affiliation;Single;Professional;Center Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
816;26-35;female;Winthrop;Christian;Single;Professional;Center Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.304348;6
815;56-65;female;Santa Barbara;Buddhist;Single;Natural resources construction;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.184783;3
814;56-65;male;Santa Barbara;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.336957;3
813;18-25;female;Winthrop;Jewish;Married;Professional;Center;Asexual;LOW;music artist;music artist;entertainment;NO;0.315217;8
812;18-25;female;Winthrop;Christian;Married;Professional;Center;Asexual;LOW;tv show;drink brand;soccer club;NO;0.391304;8
811;76-85;male;San Jose;Christian;Married;Professional;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.054348;0
810;18-25;female;Winthrop;Hindu;Single;Service;Center;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
809;66-75;female;San Jose;Other religions;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.076087;4
807;56-65;female;Winthrop;Buddhist;Single;Natural resources construction;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141304;3
806;26-35;female;San Jose;Christian;Divorced;Service;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.108696;6
805;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.152174;6
804;36-45;male;Winthrop;Buddhist;Married;Professional;Center;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.065217;2
803;56-65;male;Santa Barbara;Muslim;Divorced;Natural resources construction;Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.086957;7
802;36-45;female;Cambridge;Muslim;Single;Sales and office;Left;Heterosexual;LOW;drink brand;music artist;drink brand;NO;0.152174;0
801;26-35;female;Winthrop;Christian;Single;Sales and office;Center Right;Bisexual;LOW;entertainment;music artist;soccer club;NO;0.108696;8
800;36-45;male;San Jose;Muslim;Single;Service;Far Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.097826;0
799;56-65;female;Santa Barbara;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.260870;3
798;56-65;female;Santa Barbara;Buddhist;Divorced;Natural resources construction;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.206522;3
797;66-75;male;Santa Barbara;Hindu;Widowed;Production transportation;Far Left;Heterosexual;LOW;entertainment;entertainment;soccer club;NO;0.206522;7
795;56-65;male;Palo Alto;Hindu;Widowed;Natural resources construction;Center Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.076087;7
794;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.130435;8
793;56-65;female;Cambridge;Jewish;Single;Production transportation;Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.195652;4
792;46-55;female;Palo Alto;Buddhist;Divorced;Professional;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.130435;2
791;56-65;;;;;;;Heterosexual;LOW;;entertainment;entertainment;NO;0.130435;3
790;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
789;18-25;female;Cambridge;Christian;Single;Production transportation;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.282609;6
788;26-35;female;Palo Alto;Jewish;Married;Sales and office;Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.141304;4
787;56-65;female;Palo Alto;Hindu;Single;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;entertainment;NO;0.206522;3
786;26-35;female;Palo Alto;Hindu;Married;Production transportation;Far Left;Homosexual;LOW;music artist;tv show;soccer club;NO;0.130435;7
785;18-25;female;Winthrop;Christian;Married;Manager;Center Right;Homosexual;LOW;entertainment;entertainment;entertainment;NO;0.195652;6
784;66-75;male;Santa Barbara;Buddhist;Divorced;Natural resources construction;Left;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.271739;3
783;26-35;female;Santa Barbara;Hindu;Widowed;Production transportation;Center Left;Heterosexual;LOW;music artist;entertainment;soccer club;NO;0.250000;7
782;46-55;male;Santa Barbara;Buddhist;Single;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.260870;3
781;18-25;female;Winthrop;Jewish;Married;Professional;Center Right;Asexual;LOW;tv show;drink brand;soccer club;NO;0.413043;8
780;18-25;female;Winthrop;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.130435;6
779;26-35;female;Winthrop;Christian;Single;Sales and office;Center Right;Bisexual;LOW;entertainment;music artist;soccer club;NO;0.086957;8
778;26-35;female;Cambridge;No religious affiliation;Single;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.141304;0
777;36-45;male;Boston;Other religions;Single;Sales and office;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.141304;0
776;76-85;male;Boston;No religious affiliation;Married;Service;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.130435;0
775;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.163043;8
774;18-25;female;Winthrop;Jewish;Married;Professional;Center Right;Asexual;LOW;tv show;drink brand;entertainment;NO;0.304348;8
773;26-35;female;;Buddhist;;;Center Left;Heterosexual;LOW;entertainment;;;NO;0.097826;2
772;36-45;female;Santa Barbara;Muslim;Single;Sales and office;Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.141304;0
771;66-75;female;San Jose;Jewish;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.130435;4
770;18-25;female;Winthrop;Christian;Single;Student;Center Right;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.239130;8
769;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.173913;2
768;56-65;female;San Jose;Muslim;Widowed;Production transportation;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.184783;3
767;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.206522;2
766;18-25;female;Winthrop;Christian;Single;Student;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.467391;8
