user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;community
921;18-25;female;San Jose;Muslim;Married;Sales and office;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.036649;5
920;56-65;female;San Jose;Hindu;Widowed;Production transportation;Center Left;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.089005;3
919;26-35;female;Boston;Christian;Single;Sales and office;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.141361;0
918;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.193717;5
917;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.115183;0
916;56-65;female;Santa Barbara;Muslim;Widowed;Manager;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.157068;5
915;18-25;female;Winthrop;Hindu;Married;Sales and office;Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.136126;5
914;26-35;male;Winthrop;Hindu;Single;Professional;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.293194;5
913;26-35;male;San Jose;Buddhist;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.099476;0
912;56-65;male;Santa Barbara;Buddhist;Married;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.104712;3
911;26-35;female;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.193717;0
910;66-75;female;Santa Barbara;Hindu;Single;Production transportation;Center Right;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.235602;3
909;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.146597;3
908;26-35;female;Winthrop;Christian;Widowed;Service;Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.235602;6
907;36-45;female;Palo Alto;Muslim;Single;Sales and office;Center Left;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.157068;0
906;18-25;female;Winthrop;Buddhist;Married;Manager;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.424084;5
905;18-25;female;Boston;Christian;Single;Manager;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.062827;5
904;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center Left;Heterosexual;LOW;tv show;tv show;soccer club;YES;0.083770;2
903;18-25;male;Winthrop;Muslim;Single;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.151832;5
902;76-85;female;San Jose;Christian;Married;Production transportation;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.104712;4
901;66-75;female;San Jose;Jewish;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.178010;4
900;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.141361;2
899;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.230366;5
898;26-35;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.094241;6
897;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Bisexual;LOW;entertainment;tv show;soccer club;YES;0.141361;2
896;76-85;female;Cambridge;Buddhist;Married;Production transportation;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.136126;2
895;26-35;male;Winthrop;Muslim;Married;Sales and office;Far Left;Homosexual;LOW;music artist;tv show;soccer club;NO;0.204188;5
894;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Left;Heterosexual;LOW;drink brand;tv show;drink brand;YES;0.151832;2
893;26-35;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.230366;6
892;26-35;female;Cambridge;Buddhist;Divorced;Student;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;YES;0.251309;2
891;46-55;female;Palo Alto;Other religions;Divorced;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.303665;5
890;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Far Left;Heterosexual;LOW;music artist;tv show;soccer club;NO;0.052356;7
889;26-35;male;Winthrop;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.141361;2
888;26-35;male;Cambridge;Hindu;Single;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.235602;2
887;26-35;male;Palo Alto;Christian;Single;Student;Left;Asexual;LOW;music artist;music artist;entertainment;NO;0.172775;1
886;66-75;female;San Jose;Christian;Married;Production transportation;Center Left;Bisexual;LOW;entertainment;tv show;entertainment;NO;0.162304;4
885;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;music artist;soccer club;YES;0.198953;2
884;36-45;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.157068;2
883;26-35;female;Cambridge;Sikh;Single;Professional;Center Right;Bisexual;LOW;tv show;drink brand;soccer club;YES;0.371728;2
882;56-65;female;Santa Barbara;Hindu;Single;Student;Far Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.151832;3
881;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.151832;1
880;26-35;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.240838;2
879;36-45;male;San Jose;Christian;Single;Service;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.277487;1
878;66-75;female;Palo Alto;Christian;Married;Sales and office;Far Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.230366;4
877;56-65;female;San Jose;Christian;Married;Sales and office;Far Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.350785;4
876;26-35;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;music artist;tv show;drink brand;YES;0.256545;2
875;26-35;female;Winthrop;Buddhist;Divorced;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.455497;2
874;18-25;female;Winthrop;Jewish;Married;Professional;Center Right;Bisexual;LOW;tv show;music artist;drink brand;NO;0.057592;6
873;56-65;male;Palo Alto;Hindu;Widowed;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.047120;3
872;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;tv show;drink brand;YES;0.062827;2
871;26-35;female;Winthrop;Christian;Single;Professional;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.109948;8
870;18-25;female;Cambridge;Jewish;Married;Professional;Center Right;Asexual;LOW;entertainment;entertainment;music artist;NO;0.062827;6
869;66-75;female;San Jose;Jewish;Married;Production transportation;Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.157068;4
868;76-85;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;music artist;entertainment;NO;0.083770;2
867;76-85;female;Boston;Hindu;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.193717;2
866;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.041885;3
865;18-25;female;San Jose;Christian;Married;Professional;Center Right;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.062827;4
864;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.104712;2
863;46-55;female;Santa Barbara;Buddhist;Married;Natural resources construction;Center;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.157068;3
862;36-45;female;Boston;Hindu;Single;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.109948;0
861;66-75;female;San Jose;Jewish;Single;Natural resources construction;Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.125654;4
860;18-25;female;Winthrop;Hindu;Married;Sales and office;Center Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.183246;2
859;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.225131;2
858;36-45;female;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.083770;0
857;66-75;female;Palo Alto;Christian;Single;Natural resources construction;Center Left;Heterosexual;LOW;drink brand;tv show;soccer club;NO;0.099476;4
856;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.167539;2
855;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.162304;6
854;66-75;female;San Jose;Jewish;Married;Production transportation;Far Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.146597;4
853;66-75;female;San Jose;Jewish;Married;Natural resources construction;Far Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.167539;4
852;76-85;male;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.162304;2
851;56-65;female;Cambridge;Buddhist;Single;Sales and office;Center Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.246073;2
850;36-45;female;Winthrop;Buddhist;Single;Service;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.078534;2
849;56-65;male;Santa Barbara;Hindu;Married;Sales and office;Right;Heterosexual;LOW;tv show;entertainment;soccer club;NO;0.240838;3
848;46-55;female;Santa Barbara;Hindu;Single;Production transportation;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.109948;3
847;26-35;female;Cambridge;Hindu;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.204188;2
846;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.130890;2
845;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.219895;2
844;26-35;female;Cambridge;Buddhist;Widowed;Service;Center Left;Heterosexual;LOW;drink brand;tv show;drink brand;YES;0.230366;2
843;26-35;female;Cambridge;Sikh;Married;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.314136;2
842;18-25;female;Winthrop;Muslim;Divorced;Professional;Left;Heterosexual;LOW;entertainment;music artist;soccer club;NO;0.115183;8
841;26-35;female;Santa Barbara;Hindu;Married;Sales and office;Center;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.136126;2
840;36-45;female;Cambridge;Buddhist;Single;Sales and office;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.183246;2
839;56-65;female;Winthrop;Christian;Married;Natural resources construction;Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.083770;4
838;66-75;female;San Jose;Christian;Married;Professional;Center Left;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.130890;4
837;66-75;female;Cambridge;Buddhist;Married;Student;Center Right;Bisexual;LOW;music artist;music artist;entertainment;NO;0.209424;2
836;36-45;female;Cambridge;Buddhist;Single;Service;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.193717;2
835;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;entertainment;YES;0.136126;2
834;18-25;female;Cambridge;Sikh;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.162304;2
833;26-35;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;drink brand;tv show;drink brand;YES;0.198953;2
832;26-35;female;Cambridge;Buddhist;Married;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;drink brand;YES;0.162304;2
831;56-65;female;Cambridge;Hindu;Divorced;Sales and office;Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.162304;2
830;26-35;male;Boston;Christian;Married;Professional;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.198953;8
829;26-35;male;Palo Alto;Christian;Single;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.225131;1
828;26-35;male;Cambridge;Christian;Widowed;Manager;Center;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.267016;2
827;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.099476;2
826;36-45;female;Cambridge;Buddhist;Married;Sales and office;Center Left;Heterosexual;LOW;entertainment;tv show;soccer club;NO;0.157068;2
825;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;entertainment;YES;0.198953;2
824;26-35;female;Cambridge;Christian;Single;Natural resources construction;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.225131;2
823;26-35;female;Cambridge;Buddhist;Widowed;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.167539;2
822;26-35;female;Cambridge;Buddhist;Married;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.230366;2
821;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.282723;2
820;26-35;female;Boston;Buddhist;Widowed;Sales and office;Center Left;Bisexual;LOW;entertainment;tv show;soccer club;NO;0.298429;2
819;26-35;female;Cambridge;Hindu;Divorced;Student;Center;Homosexual;LOW;entertainment;tv show;soccer club;YES;0.172775;2
818;26-35;female;Cambridge;Buddhist;Single;Service;Center;Bisexual;LOW;entertainment;tv show;soccer club;YES;0.230366;2
817;36-45;female;San Jose;Buddhist;Single;Professional;Center;Homosexual;LOW;entertainment;tv show;soccer club;NO;0.235602;2
816;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;tv show;soccer club;YES;0.319372;2
815;26-35;female;Boston;Buddhist;Married;Professional;Center;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;2
814;18-25;female;San Jose;Jewish;Married;Natural resources construction;Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.319372;4
813;18-25;female;Winthrop;Buddhist;Single;Sales and office;Right;Bisexual;LOW;music artist;music artist;drink brand;NO;0.392670;2
812;26-35;female;Cambridge;Buddhist;Single;Sales and office;Center Right;Bisexual;LOW;drink brand;tv show;drink brand;YES;0.513089;2
811;46-55;female;Santa Barbara;Other religions;Married;Sales and office;Center Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.109948;3
810;56-65;male;Santa Barbara;Christian;Widowed;Natural resources construction;Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.130890;3
809;56-65;female;Santa Barbara;Hindu;Single;Professional;Center Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.219895;3
808;36-45;female;Boston;Hindu;Married;Sales and office;Center;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.115183;0
807;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.136126;6
806;36-45;female;San Jose;Buddhist;Widowed;Service;Left;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.151832;3
805;56-65;female;Palo Alto;Buddhist;Married;Service;Far Right;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.193717;2
804;18-25;female;Winthrop;Jewish;Single;Sales and office;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.083770;6
803;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.120419;6
802;56-65;female;Palo Alto;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.141361;3
801;46-55;male;Cambridge;Buddhist;Widowed;Professional;Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.314136;3
800;36-45;female;Cambridge;Jewish;Single;Professional;Center Right;Heterosexual;LOW;tv show;music artist;drink brand;NO;0.157068;6
799;56-65;male;Santa Barbara;Buddhist;Single;Student;Center Right;Heterosexual;LOW;tv show;entertainment;entertainment;NO;0.272251;3
798;36-45;female;Winthrop;Christian;Divorced;Professional;Left;Heterosexual;LOW;music artist;music artist;drink brand;NO;0.225131;6
797;56-65;female;Santa Barbara;Buddhist;Widowed;Student;Left;Heterosexual;LOW;drink brand;tv show;drink brand;NO;0.277487;3
796;36-45;female;Palo Alto;Muslim;Divorced;Production transportation;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.146597;4
795;66-75;female;San Jose;Jewish;Married;Student;Right;Heterosexual;LOW;entertainment;tv show;entertainment;NO;0.146597;4
794;46-55;male;Cambridge;Hindu;Widowed;Natural resources construction;Right;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.183246;3
793;56-65;female;Santa Barbara;Hindu;Married;Natural resources construction;Right;Heterosexual;LOW;drink brand;entertainment;entertainment;NO;0.256545;3
792;36-45;female;Boston;No religious affiliation;Widowed;Service;Center Right;Asexual;LOW;drink brand;tv show;soccer club;NO;0.141361;0
